corrAns,StimFile,ImgType,ArrowImg,ImgOrientation,Direction,Scrambled,old,Condition_rows,Condition_rows_practice,ScrambledTrials_1.thisRepN,ScrambledTrials_1.thisTrialN,ScrambledTrials_1.thisN,ScrambledTrials_1.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Cued.thisRepN,Cued.thisTrialN,Cued.thisN,Cued.thisIndex,Uncued.thisRepN,Uncued.thisTrialN,Uncued.thisN,Uncued.thisIndex,ScrambledTrials_2.thisRepN,ScrambledTrials_2.thisTrialN,ScrambledTrials_2.thisN,ScrambledTrials_2.thisIndex,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,polygon_2.started,polygon_2.stopped,Scrambled_img.started,Scrambled_img.stopped,Arrow1.started,Arrow1.stopped,text_3.started,text_3.stopped,key_resp_1.keys,key_resp_1.rt,key_resp_1.started,key_resp_1.stopped,image.started,image.stopped,Arrow.started,Arrow.stopped,Congruency,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_2.started,image_2.stopped,direction_options.started,direction_options.stopped,text_4.started,text_4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,Images/turtle.jpg,Animal,ArrowLeft.png,,neutral,,,16:20,None,,,,,0,8,8,4,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,1,1.1040175523792186,698.6454376013155,None,698.6454376013155,None,698.6454376013155,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/tapir.jpg,Animal,ArrowRight.png,,neutral,,,16:20,None,,,,,0,8,8,4,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,3,0.9390212003274883,704.6453194242106,None,704.6453194242106,None,704.6453194242106,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/tiger.jpg,Animal,ArrowRight.png,,neutral,,,16:20,None,,,,,0,8,8,4,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,Neutral,3,0.6411263363104354,710.6450983186594,None,710.6450983186594,None,710.6450983186594,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,,,,,,,,16:20,None,,,,,0,8,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/train.jpg,Vehicles,ArrowLeft.png,,ArrowRight.png,,,32:36,None,,,,,0,9,9,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1,1.274390522841486,716.6947233189526,None,716.6947233189526,None,716.6947233189526,None,Incongruent_opposite,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/bed.jpg,Furniture,ArrowLeft.png,,ArrowUp.png,,,32:36,None,,,,,0,9,9,8,0,1,1,3,,,,,,,,,,,,,,,,,,,,,1,1.9778794746016501,722.6911689152573,None,722.6911689152573,None,722.6911689152573,None,Incongruent_perpendicular,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/armchair.jpg,Furniture,ArrowLeft.png,,ArrowUp.png,,,32:36,None,,,,,0,9,9,8,0,2,2,2,,,,,,,,,,,,,,,,,,,,,1,2.967531500209816,728.6743170946847,None,728.6743170946847,None,728.6743170946847,None,Incongruent_perpendicular,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/van.jpg,Vehicles,ArrowRight.png,,ArrowRight.png,,,32:36,None,,,,,0,9,9,8,0,3,3,1,,,,,,,,,,,,,,,,,,,,,3,2.5210795111984226,734.7096898774712,None,734.7096898774712,None,734.7096898774712,None,Congruent,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/train.jpg,Vehicles,ArrowLeft.png,,ArrowRight.png,,,32:36,None,,,,,0,9,9,8,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_opposite,1,1.410862206082129,740.6938045872657,None,740.6938045872657,None,740.6938045872657,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/van.jpg,Vehicles,ArrowRight.png,,ArrowRight.png,,,32:36,None,,,,,0,9,9,8,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,Congruent,1,2.296905167418572,746.6606519505381,None,746.6606519505381,None,746.6606519505381,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/bed.jpg,Furniture,ArrowLeft.png,,ArrowUp.png,,,32:36,None,,,,,0,9,9,8,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_perpendicular,1,1.0866845193270365,752.676805558488,None,752.676805558488,None,752.676805558488,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/armchair.jpg,Furniture,ArrowLeft.png,,ArrowUp.png,,,32:36,None,,,,,0,9,9,8,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_perpendicular,3,1.2313473714830252,758.6600261690444,None,758.6600261690444,None,758.6600261690444,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,,,,,,,,32:36,None,,,,,0,9,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/Chest_of_drawers.jpg,Furniture,ArrowUp.png,,ArrowUp.png,,,36:40,None,,,,,0,10,10,9,0,0,0,3,,,,,,,,,,,,,,,,,,,,,2,1.7945515955962037,764.7086893308654,None,764.7086893308654,None,764.7086893308654,None,Congruent,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/chair.jpg,Furniture,ArrowLeft.png,,ArrowUp.png,,,36:40,None,,,,,0,10,10,9,0,1,1,2,,,,,,,,,,,,,,,,,,,,,1,1.8942484991800939,770.6728928113132,None,770.6728928113132,None,770.6728928113132,None,Incongruent_perpendicular,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/bookcase.jpg,Furniture,ArrowRight.png,,ArrowUp.png,,,36:40,None,,,,,0,10,10,9,0,2,2,1,,,,,,,,,,,,,,,,,,,,,3,1.8851746675206869,776.6727936950315,None,776.6727936950315,None,776.6727936950315,None,Incongruent_perpendicular,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/bedside_table.jpg,Furniture,ArrowLeft.png,,ArrowUp.png,,,36:40,None,,,,,0,10,10,9,0,3,3,0,,,,,,,,,,,,,,,,,,,,,1,1.5212056058762755,782.6737223969953,None,782.6737223969953,None,782.6737223969953,None,Incongruent_perpendicular,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/bookcase.jpg,Furniture,ArrowRight.png,,ArrowUp.png,,,36:40,None,,,,,0,10,10,9,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_perpendicular,2,2.9733925567779806,788.6764073339011,None,788.6764073339011,None,788.6764073339011,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/chair.jpg,Furniture,ArrowLeft.png,,ArrowUp.png,,,36:40,None,,,,,0,10,10,9,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_perpendicular,1,1.0568150361159496,794.6589845683575,None,794.6589845683575,None,794.6589845683575,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/Chest_of_drawers.jpg,Furniture,ArrowUp.png,,ArrowUp.png,,,36:40,None,,,,,0,10,10,9,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,Congruent,2,1.9236866212961559,800.6589030466821,None,800.6589030466821,None,800.6589030466821,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/bedside_table.jpg,Furniture,ArrowLeft.png,,ArrowUp.png,,,36:40,None,,,,,0,10,10,9,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_perpendicular,1,0.8618025791347463,806.6586778357228,None,806.6586778357228,None,806.6586778357228,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,,,,,,,,36:40,None,,,,,0,10,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/couch.jpg,Furniture,ArrowUp.png,,ArrowUp.png,,,40:44,None,,,,,0,11,11,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2,1.9877406648886335,812.6906495811311,None,812.6906495811311,None,812.6906495811311,None,Congruent,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/filling_cabinet.jpg,Furniture,ArrowLeft.png,,ArrowUp.png,,,40:44,None,,,,,0,11,11,10,0,1,1,1,,,,,,,,,,,,,,,,,,,,,1,1.6388712942825805,818.6713758630156,None,818.6713758630156,None,818.6713758630156,None,Incongruent_perpendicular,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/lectern.jpg,Furniture,ArrowUp.png,,ArrowUp.png,,,40:44,None,,,,,0,11,11,10,0,2,2,3,,,,,,,,,,,,,,,,,,,,,2,2.9297828591002144,824.6713421400202,None,824.6713421400202,None,824.6713421400202,None,Congruent,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/lamp.jpg,Furniture,ArrowLeft.png,,ArrowUp.png,,,40:44,None,,,,,0,11,11,10,0,3,3,2,,,,,,,,,,,,,,,,,,,,,1,1.4210931763425378,830.6729916343513,None,830.6729916343513,None,830.6729916343513,None,Incongruent_perpendicular,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/couch.jpg,Furniture,ArrowUp.png,,ArrowUp.png,,,40:44,None,,,,,0,11,11,10,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Congruent,2,1.4361793781831693,836.6747343800951,None,836.6747343800951,None,836.6747343800951,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/lamp.jpg,Furniture,ArrowLeft.png,,ArrowUp.png,,,40:44,None,,,,,0,11,11,10,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_perpendicular,1,0.9714723987547131,842.6574195281362,None,842.6574195281362,None,842.6574195281362,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/filling_cabinet.jpg,Furniture,ArrowLeft.png,,ArrowUp.png,,,40:44,None,,,,,0,11,11,10,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,Incongruent_perpendicular,1,0.9413642153863293,848.6574101443462,None,848.6574101443462,None,848.6574101443462,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,Images/lectern.jpg,Furniture,ArrowUp.png,,ArrowUp.png,,,40:44,None,,,,,0,11,11,10,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,Congruent,2,0.7646126136905878,854.6570635306041,None,854.6570635306041,None,854.6570635306041,None,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
,,,,,,,,40:44,None,,,,,0,11,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
3,Images/tractor.jpg,Vehicles,ArrowRight.png,None,ArrowRight.png,Images/tractor_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,0,0,6,,,,,,,870.7030221082091,None,870.7030221082091,None,,,,,,,,,,,,,,,,,,,,860.6381211775717,None,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
2,Images/rocking_chair.jpg,Furniture,ArrowUp.png,None,ArrowUp.png,Images/rocking_chair_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,1,1,19,,,,,,,874.703046154171,None,874.703046154171,None,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
1,Images/bedside_table.jpg,Furniture,ArrowLeft.png,None,ArrowUp.png,Images/bedside_table_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,2,2,11,,,,,,,878.6695829726439,None,878.6695829726439,None,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
1,Images/plane.jpg,Vehicles,ArrowLeft.png,None,ArrowRight.png,Images/plane_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,882.7048129458767,None,882.7048129458767,None,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
3,Images/couch.jpg,Furniture,ArrowRight.png,None,ArrowUp.png,Images/couch_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,4,4,15,,,,,,,886.6887778082751,None,886.6887778082751,None,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
1,Images/sofa.jpg,Furniture,ArrowLeft.png,None,ArrowUp.png,Images/sofa_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,5,5,20,,,,,,,890.6722230433038,None,890.6722230433038,None,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
3,Images/stool.jpg,Furniture,ArrowRight.png,None,ArrowUp.png,Images/stool_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,6,6,21,,,,,,,894.6550020292445,None,894.6550020292445,None,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
3,Images/armchair.jpg,Furniture,ArrowRight.png,None,ArrowUp.png,Images/armchair_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,7,7,9,,,,,,,898.6557958392275,None,898.6557958392275,None,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
1,Images/van.jpg,Vehicles,ArrowLeft.png,None,ArrowRight.png,Images/van_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,902.7048704215902,None,902.7048704215902,None,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
1,Images/Chest_of_drawers.jpg,Furniture,ArrowLeft.png,None,ArrowUp.png,Images/Chest_of_drawers_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,9,9,14,,,,,,,906.6888760448264,None,906.6888760448264,None,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
3,Images/bookcase.jpg,Furniture,ArrowRight.png,neutral,ArrowUp.png,Images/bookcase_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,10,10,12,,,,,,,910.6713746900416,None,910.6713746900416,None,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
3,Images/lectern.jpg,Furniture,ArrowRight.png,None,ArrowUp.png,Images/lectern_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,11,11,18,,,,,,,914.6725532354135,None,914.6725532354135,None,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
2,Images/paragliding.jpg,Vehicles,ArrowUp.png,None,ArrowRight.png,Images/paragliding_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,12,12,1,,,,,,,918.7010180825632,None,918.7010180825632,None,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
1,Images/skateboard.jpg,Vehicles,ArrowLeft.png,None,ArrowRight.png,Images/skateboard_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,13,13,5,,,,,,,922.668157809542,None,922.668157809542,None,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
2,Images/train.jpg,Vehicles,ArrowUp.png,None,ArrowRight.png,Images/train_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,14,14,7,,,,,,,926.6680202783702,None,926.6680202783702,None,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
3,Images/motorbike.jpg,Vehicles,ArrowRight.png,None,ArrowRight.png,Images/motorbike_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,15,15,0,,,,,,,930.6699935134552,None,930.6699935134552,None,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
1,Images/lamp.jpg,Furniture,ArrowLeft.png,None,ArrowUp.png,Images/lamp_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,16,16,17,,,,,,,934.7045551848958,None,934.7045551848958,None,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
2,Images/table.jpg,Furniture,ArrowUp.png,None,ArrowUp.png,Images/table_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,17,17,22,,,,,,,938.6704503867295,None,938.6704503867295,None,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
2,Images/bed.jpg,Furniture,ArrowUp.png,None,ArrowUp.png,Images/bed_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,18,18,10,,,,,,,942.6715955023494,None,942.6715955023494,None,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
2,Images/chair.jpg,Furniture,ArrowUp.png,None,ArrowUp.png,Images/chair_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,19,19,13,,,,,,,946.6713060710774,None,946.6713060710774,None,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
2,Images/filling_cabinet.jpg,Furniture,ArrowUp.png,None,ArrowUp.png,Images/filling_cabinet_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,20,20,16,,,,,,,950.6715045968842,None,950.6715045968842,None,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
3,Images/scooter.jpg,Vehicles,ArrowRight.png,None,ArrowRight.png,Images/scooter_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,21,21,3,,,,,,,954.7029763622331,None,954.7029763622331,None,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
2,Images/ship.jpg,Vehicles,ArrowUp.png,None,ArrowRight.png,Images/ship_scrambled.jpg,None,,,,,,,,,,,,,,,,,,,0,22,22,4,,,,,,,958.67098203708,None,958.67098203708,None,,,,,,,,,,,,,,,,,,,,,,pilot1,001,2022_Mar_25_1128,Gallery_fMRI_OneShotLearning,2021.1.4,59.98912850355674,
